	article_title
3875	Yeltsin Forcibly Ejected From Detroit-Area Check-Cashing Service
3876	Local Teen 'Definitely' Going To Burning Man Next Year
3877	Parents Of Suicide Victim Saw It Coming A Mile Away
3878	Fellow Dormmates Warned About Christian In 462
3879	Doctors Find New Way To Prolong Meaningless Existence
3880	Area Stylist Would Love To Do Julia Roberts' Hair
3881	None
3882	None
3883	Report: Americans Receive Majority Of Vitamins Through Hair
3884	Ex-Girlfriend To Arrive At 5:15 To Pick Up End Table
3885	Nazi SS Cemetery Desecrated By Pro-Semitic Graffiti
3886	Two Teens Held In Lunch-Lady Mocking Incident
3887	Lilith Fair Performers, Attendees Achieve Largest-Ever Synchronized Ovulation
3888	Man Receives First-Ever Mouse-Heart Transplant
3889	E! Gives Local Masturbator Inside Scoop On This Summer's Hottest New Swimwear
3890	New Pen Brings Fleeting Moment Of Satisfaction To Local Man
3891	Clinton Chastises Hillary For Failure To Produce Male Heir
3892	Angels, Aliens Battle For Imagination Of American People
3893	Infomercial Makes Leap To Big Screen
3894	Report: 32 Percent Of U.S. Citizens Still Not Famous
3895	Saddam Hussein Steps Down Following Sex Scandal
3896	Man Who Fought For Americans' Rights Demands Americans Stop Exercising Their Rights
3897	Sudanese 14-Year-Old Has Midlife Crisis
3898	Woodland Pals Hold Impromptu Oompah-Band Jamboree
3899	U.S. Department Of Self-Help Names New National Support Person
3900	New Product Available
3901	Depression Sufferer Insufferable
3902	Bureau Of Alcohol, Tobacco & Firearms Reaches Trade Agreement With Food & Drug Administration
3903	'98 Homosexual-Recruitment Drive Nearing Goal
3904	God Cites 'Moving In Mysterious Ways' As Motive In Killing Of 3,000 Papua New Guineans
3905	Clinton Escapes Through Air Vent
3906	Fry-Cook Disciplined
3907	New Smokable Nicotine Sticks: Can They Help Smokers Quit?
3908	Area Guidance Counselor's Door Always Open
3909	Area Homosexual Saves Four From Fire
3910	New Constitutional Amendment To Revise Federal System Of Jacks And Palances
3911	New Starbucks Opens In Rest Room Of Existing Starbucks
3912	Congress Passes Americans With No Abilities Act
3913	1,500 Dead In AT&T Cost-Cutting Measure
3914	Intensive Five-Year Study Finds Five Years A Long-Ass Time
3915	Miracle Sports Bottle Has Name Of Bank On Side
3916	Homoerotic Overtones Enliven NRA Meeting
3917	Hero Cop Vows To Hunt Down Reasonably Priced Riding Mower
3918	Russian Scientists Announce Six-Month Delay In Carving New Space Station
3919	Area Stoner Convinced Everyone On TV Also Stoned
3920	Struggling Actress Smiles, Says Vagisil Her Number-One Choice For Fighting Feminine Itch
3921	Vatican Rescinds 'Blessed' Status Of World's Meek
3922	Area Turtle Owner Enjoys Special Daily Turtle-Time
3923	C-SPAN Ratings Up Following Addition Of 'The House Of Representatives Dancers'
3924	Report: Aspirin Taken Daily With Bottle Of Bourbon Reduces Awareness Of Heart Attacks
3925	Miss Teen USA Seizes Crown, Declares Self Miss Teen USA For Life
3926	Just Six Corporations Remain
3927	What Can Be Done To Help Our Nation's Inner Suburbs?
3928	Congress Asks Clinton For Permission To Have Congress Outside Today
3929	Evil Genius Gates Drops Windows 98 Into NYC Water Supply
3930	Conventional Love Affair Breaks None Of The Rules
3931	Astronomer Discovers Center Of Universe
3932	Report: 9 Out Of 10 Americans Can't Eat Another Bite
3933	Area Senior Stays Active
3934	School Shooting Solves All Of Troubled Youth's Problems
3935	New Wonder Drug Enables Users To Get Higher Than Hell
3936	Control Of Russia Given To Random Flock Of Geese
3937	Critically Wounded Clinton Crawls To Nearest Farmhouse For Help
3938	Suicide Only Option For Local Man
3939	Plenty Of Soda Still Available Across Nation
3940	Couple Upstairs Going At It Again
3941	Christ Announces Hiring Of Associate Christ
3942	None
3943	Gore Reprimanded For Failure To Look Busy
3944	Man On Fire Calls For Increased Flame-Retardant Funding
3945	Human Affection Now Available Only From Grandparents, Down Syndrome Children
3946	Area Stoner Has Mind-Blowing Out-Of-Cheetos Experience
3947	Funny Monkey Tested On
3948	Networks Urge Scientists To Release Latest Breast-Cancer Findings During Sweeps Week
3949	Newborn Baby Imprisons Area Man
3950	Clinton Criticized For Not Supporting Local Music Scene
3951	Shaggy Dog Too Late To Cheer Up Dying Boy
3952	Bronx Zoo Unveils New Loitering-Teens Exhibit
3953	Government Issues Citizens Official 'Screw You' Packet
3954	Freshly Scented Soap To Cleanse Irish
3955	Area Oddball Prefers God Over Girls
3956	Arafat, Netanyahu Reach Understanding After Zany 'Stuck In Meat Locker' Ordeal
3957	Report: National Content Now Over 85 Percent Filler
3958	Supreme Court Rules Restaurant Patron Must Try This Cheesecake
3959	Clown-Suited Furniture Salesman Not Clowning Around When It Comes To Big Savings
3960	Area Asshole Keeps On Top Of Latest Trends In Changing Marketplace
3961	Retro-Crazed German Youths Invade Poland
3962	Hippocratic Oath 'Under Review' By HMO Board
3963	Blacks, Whites Put Differences Aside, Work Together To Make Better Burger
3964	Clinton Ordered To Testify Before Grand Ole Opry
3965	Utter Failure To Spend Rest Of Day In Bed
3966	Chinese Laundry Owner Blasted For Reinforcing Negative Ethnic Stereotypes
3967	Tantric-Sex Class Opens Up Whole New World Of Unfulfillment For Local Couple
3968	Congress Passes Freedom From Information Act
3969	New Children's Hospital Filled To Capacity
3970	Desperate Small Town Erects World's Largest Fiberglass Chili Dog
3971	Mix Tape Expresses Subtleties Of Long-Term Relationship
3972	Microsoft Patents Ones, Zeroes
3973	U.S. Breaks Off Relations With Chad
3974	Area Woman Not Listened To Again
3975	Sudden Infant Death Syndrome Linked To Bad Parents Who Could Have Done Something
3976	America Online To Build Three Million Home Pages For The Homeless
3977	Female Cop Goes Undercover In Strip Club
3978	Free-Agent Clinton Signs Five-Year, $37 Million Deal With Argentina
3979	Smoking Now Permitted Only In Special Room In Iowa
3980	Evel Knievel To Attempt Huge Leap In Logic
3981	Pope Condemns Three More Glands
3982	New $5,000 Multimedia Computer System Downloads Real-Time TV Programs, Displays Them On Monitor
3983	Channel 6's Suzy Pratt Has Today's Forecast, Debilitating Bouts Of Depression
3984	Congress Allocates $1.4 Billion For Development Of Inner-City Youths' Rhyming, Dribbling Skills
3985	Nonconformity Linked To Peer Pressure
3986	Zombie Corpse Of Scatman Crothers Speaks Out Against Telemarketing Scams
3987	Masturbator Held For Questioning In Series Of Brutal Masturbatings
3988	Area Wife Not To Mess With The Stereo Settings
3989	Clinton Threatens To Drop Da Bomb On Iraq
3990	U.S. Ambassador To Bulungi Suspected Of Making Country Up
3991	Area 15-Year-Old Only Homosexual In Whole World
3992	TWA Flight 800 Rebuilt, Ready To Return To Air
3993	C-SPAN Releases Too Hot For C-SPAN! Video
3994	Nation's Rappers Down To Last Two Samples
3995	Couple's Divorce Stuns Tight-Knit Community Of Manhattan
3996	Fanzine Marred By Grammatical Error
3997	Ghost Of Anne Frank: 'Quit Reading My Diary'
3998	Family Dog Suspected Cause Of Miniature Chuck-Wagon Disaster
3999	Desire To Ejaculate Motivates Local Christian To Wed
4000	Murder Suspect To Be Tried By Media: Overworked Justice System Grateful For Help
4001	Chinese Rockers Hold Benefit For Oppression
4002	'85 Chicago Bears Return To Studio:
4003	Saddam Hussein Harnesses Cuteness Of Babies For Powerful New Weapon
4004	Family-Style Restaurant Offers Accusations, Belittlement With Entree Selections
4005	64 Percent Of U.S. Population Now Working For Manpower
4006	Clinton Denies Lewinsky Allegations:
4007	None
4008	UPN Lauded By Center For Quantity Programming
4009	Burger King Fire Kills Seven Overweight Teenage Mothers:
4010	U.S. Unenjoyment Rate At All-Time High
4011	Area Man's Ex-Girlfriend Glad She Bumped Into Him
4012	Raped Environment Led Polluters On, Defense Attorneys Argue
4013	Congress To Ironhead: 'What's With This Thingy?'
4014	Absent-Minded Professor Says Cure For Cancer 'Around Here Somewhere'
4015	Penthouse Reader Never Thought This Would Happen To Him
4016	HUD Allocates $260 Million For Low-Outcome Housing
4017	Radical Socialist Movement Ends After Three Semesters
4018	Chinese Woman Gives Birth to Septuplets, Has One Week To Choose
4019	Porn Director Fights Ratings Board For Single-X Rating
4020	African Child Dies Despite Merlin Olsen Endorsement
4021	The ONION's 1997 Man of The Year
4022	Congress Approves $540 Million For Evil
4023	Out-Of-Control Holiday Revelers Deck Shit Out Of Area Halls
4024	Books Don't Take You Anywhere
4025	Travolta Hospitalized With Critically Low E-Meter Reading
4026	Supreme Court Overturns Car
4027	None
4028	Doctors Closing In On 'Second Head-Bonk' Amnesia Cure
4029	Nation Horrified By Freakish Multiple Birth
4030	More States Shifting Welfare Control To McDonald's
4031	New York To Install Special 'Infants Only' Dumpsters
4032	British Government Releases Scandalous Benny Hill Tapes
4033	Newly Promoted Marketing Executive Treats Self To Girlfriend Upgrade
4034	FBI Wiretap Uncovers Massive Seventh-Grade 'Crush Ring'
4035	Clinton: 'Every Man For Himself'
4036	Clinton Written Up By 'Total Bitch' Supervisor
4037	Local Lutheran Minister Loves To Fuck His Wife
4038	National Guard Mobilized For University Of Mississippi Class Of '62 Reunion
4039	United Nations Condemns American Tourist Traps As Inhumane
4040	Orphanage Saved By Bikini Car Wash
4041	Late-Working NASA Scientists Discover Moons Over My Hammy
4042	Fed Chief Announces Lowering Of Interest In Fed Chief's Wife
4043	Methushael Begets Lamech
4044	Telemarketers May Not Actually Care How You Are Doing
4045	None
4046	New '98 Homeless Seven Percent Louder
4047	Price-Gun-Wielding Maniac Riddles Supermarket With Savings
4048	Texans Elect Gun
4049	Scientists Isolate Pepsi-Resistant Gene
4050	U.S. Dept. Of Retro Warns: 'We May Be Running Out Of Past'
4051	Local Pre-Teen Violates Best Friend's Menstruation Non-Disclosure Agreement
4052	Reading-Is-Fundamentalists Slaughter 52 Illiterates
4053	Eight-Pound Man Removed From Woman's Vagina
4054	Maya Angelou Honored For Courage, Blackness
4055	U.S. Offers PlatinumPlus Preferred Citizenship
4056	Man Has Amazing Ass
4057	Lovable Cockney Charms Neighbors:
4058	Drug Use Down Among Uncool Kids
4059	Picture At Party Comes Out Great
4060	'Midwest' Discovered Between East, West Coasts
4061	Nike To Cease Manufacturing Products:
4062	Massive Oil Spill Results In Improved Wildlife Viscosity
4063	Orange Julius Officials Ordered To Appear Before U.S. Food Court
4064	Christ Demands More Money
4065	Clinton Unveils New Prize Hopping-Toad
4066	Wacky Morning DJ Vows To Hunt Down Scum That Killed His Partner
4067	Nation Prepares For Very Special Television Event
4068	Los Angeles To Siphon Water From Minorities' Bodies
4069	Local Man Might As Well Just Give Up
4070	DMV Reconsidering 'One For The Road' Driver Relaxation Campaign
4071	Area White Complains About Quality Of Shower Massage Heads
4072	White House Closed For $30 Million Renovation Of Warren G. Harding Presidential Sex-Fantasy Pleasure Suite
4073	Newcomer Changes Small Town's Anti-Dancing Statute
4074	Tennessee Legislature Divided Over Ford-Chevy Issue
4075	None
4076	Doctors Say Reagan's Dementia Increasingly Hilarious
4077	U.S. Fat Reserves Full
4078	Exxon Paleontologists Call For Increased U.S. Fossil Production
4079	Housewife Charged In Sex-For-Security Scam
4080	Buck-Naked Man Stresses Importance Of Proper Schooling
4081	Scientists Discover Wrinkle In Time-Life Continuum
4082	Rwanda Gets Plant
4083	U.S. Agriculture Secretary: 'Aw, Let's Not Do Farming Anymore'
4084	Bluesman Announces 12-Bar Delay In Bringing It On Home
4085	Japanese Leaders Say Radioactive Waste May Have Contributed To Creation Of Giant Monsters
4086	Magic Ponytail Moves On After Bestowing Boon Of Youth On Area 54-Year-Old
4087	Mother Teresa Sent To Hell In Wacky Afterlife Mix-Up
4088	DEA Chief: Winners Occasionally Use Drugs
4089	Area Consumer Makes Last-Minute Soft-Drink Size Upgrade To Acquire Collectible Plastic Cup
4090	Byzantine Empire Will Fall To Turks, Historian Warns
4091	New Cambodian Barnes & Noble
4092	Primary Masturbation Materials Relocated To Safer Area
4093	Middle Management Gears Up For 'Operation Xerox-Fax'
4094	Congress Erases Federal Deficit Using Don Lapre 'Making Money' System
4095	Local Teen Hates Life, Mom, Hair
4096	World War II Veteran Allowed To Kill One Last German
4097	Christian Rockers Deny Kicking Ass
4098	Last Literate Person On Earth Dead At 98
4099	ZZ Top Grants Clinton Keys To Magic Hot Rod
4100	Coffeehouse Encounter Results In Conversation, Cunnilingus
4101	Lack Of Pre-Teen Cosmetic Surgery May Pose 'Serious Self-Esteem Risk,' Say Beverly Hills Doctors
4102	City Council, Herb J. Fenton Meet To Discuss Ways To Control Unchecked Growth Of Herb J. Fenton
4103	Sea-Going Turtle Under Fire For Egg Abandonment
4104	Nation's Educators Alarmed By Poorly Written Teen Suicide Notes
4105	Strom Thurmond Calls For Construction Of Transcontinental Railroad
4106	Congress Revises 1997 Food-Crime Equivalency Ratings
4107	Area Man's Only Friend Announces: 'You've Got Mail'
4108	Shake-Up Among Cast Of Hit Show ABC World News Tonight
4109	McDonald's Sells Out
4110	World's Muslims Lighten Up
4111	Area 18-Year-Old Demands Right To Be Sexually Harassed In The Workplace
4112	Local Moviegoer Signs $70, 10-Picture Deal With Cineplex Odeon
4113	Incorrect Pain-Reliever Brand Choice Results In Missed Job Promotion
4114	Hunter-Soldier From Future Warns: 'Beware The Digital Pets'
4115	Oprah's Contraceptive Club Prevents 450,000 Pregnancies In First Month
4116	Area Tank Top Strained Nearly To Breaking Point
4117	Local Puppet Ignores Repeated Audience Dragon Warnings:
4118	Clinton To PLO Terrorists: 'Leave The Girl Out Of It'
4119	New Crispy Snack Cracker To Ease Crushing Pain Of Modern Life
4120	Mir Scientists Study Effects Of Weightlessness On Mortal Terror
4121	Clinton Calls For National Week Off To Get National Shit Together
4122	None
4123	Lord Under Investigation For Failure To Provide
4124	AIDS Awareness Campaign Spreads Awareness, AIDS
4125	Stephen Hawking Builds Robotic Exoskeleton
4126	'Vehicular Manslaughter Doctor' Assists In 23rd Doctor-Assisted Vehicular Manslaughter
4127	Tobacco Companies Ordered To Pay Reparations Of $800 Billion In Camel Cash
4128	CIA Unveils New Ghetto Drugs For '98
4129	Report: U.S. Students Lead World In TV Jingle Recall
4130	Alzheimer's Sufferers Demand Cure For Pancakes
4131	Learning Channel Switches To All-Gilligan Format
4132	Former Cult Members Find New Life In Christ
4133	Local Motorist Urged To Free Tibet
4134	Bill Gates Grants Self 18 Dexterity, 20 Charisma
4135	Hong Kong Leaders Make Desperate Plea To Jackie Chan
4136	Value Of Psychic Phone Service Empirically Proven By Gary Coleman Endorsement
4137	Violence Against Women Linked To Burned Pot Roasts
4138	Clinton Makes Federal Budget Proposal More Dynamic With Color Charts From Kinko's
4139	Community Leaders Outraged Over Porn Video
4140	Ass-Kisser Promoted
4141	Trouser Downsizing Threatens Raver Industry
4142	Clinton Fires Cabinet After Watching X-Files
4143	Report: Quality Of Stabbings Down 50 Percent In '96
4144	Clerk Endures Fifth Humiliating Year
4145	Rogue Smorgasbord Sates Seven
4146	Hummel Space Telescope Seeks Out, Photographs Collectible Space Phenomena
4147	Republicans, Dadaists Declare War On Art
4148	Shi'ite Terrorists Cross County Line
4149	Area Senior Stays Active
4150	Seven Trampled In Annual 'Running Of The Congressmen'
4151	New National Parks Website Makes National Parks Obsolete
4152	Chrysler Halts Production Of Neckbelts
4153	Local Jew Feels Left Out Of Worldwide Jewish Conspiracy
4154	C-SPAN Courts Viewers With 'Mr. Slotnik,' Congress' Cantankerous Landlord
4155	None
4156	Big, Lovable Dog Resolves Crisis In Zaire
